Month,Purpose,Count
Nov-2000,Visiting friends/relatives,92200
Dec-2000,Visiting friends/relatives,162660
Jan-2001,Visiting friends/relatives,81190
Feb-2001,Visiting friends/relatives,80470
Mar-2001,Visiting friends/relatives,90260
Apr-2001,Visiting friends/relatives,90930
May-2001,Visiting friends/relatives,61450
Jun-2001,Visiting friends/relatives,69910
Jul-2001,Visiting friends/relatives,70290
Aug-2001,Visiting friends/relatives,59800
Sep-2001,Visiting friends/relatives,65710
Oct-2001,Visiting friends/relatives,64210
Nov-2001,Visiting friends/relatives,72340
Dec-2001,Visiting friends/relatives,135800
Jan-2002,Visiting friends/relatives,65220
Feb-2002,Visiting friends/relatives,68140
Mar-2002,Visiting friends/relatives,87700
Apr-2002,Visiting friends/relatives,63200
May-2002,Visiting friends/relatives,45680
Jun-2002,Visiting friends/relatives,56630
Jul-2002,Visiting friends/relatives,61160
Aug-2002,Visiting friends/relatives,50840
Sep-2002,Visiting friends/relatives,57640
Oct-2002,Visiting friends/relatives,72890
Nov-2002,Visiting friends/relatives,76870
Dec-2002,Visiting friends/relatives,141610
Jan-2003,Visiting friends/relatives,69290
Feb-2003,Visiting friends/relatives,69560
Mar-2003,Visiting friends/relatives,74890
Apr-2003,Visiting friends/relatives,77500
May-2003,Visiting friends/relatives,52680
Jun-2003,Visiting friends/relatives,59850
Jul-2003,Visiting friends/relatives,71850
Aug-2003,Visiting friends/relatives,63970
Sep-2003,Visiting friends/relatives,71760
Oct-2003,Visiting friends/relatives,79420
Nov-2003,Visiting friends/relatives,87320
Dec-2003,Visiting friends/relatives,154120
Jan-2004,Visiting friends/relatives,74140
Feb-2004,Visiting friends/relatives,77650
Mar-2004,Visiting friends/relatives,86710
Apr-2004,Visiting friends/relatives,89280
May-2004,Visiting friends/relatives,60690
Jun-2004,Visiting friends/relatives,68900
Jul-2004,Visiting friends/relatives,86330
Aug-2004,Visiting friends/relatives,74280
Sep-2004,Visiting friends/relatives,87470
Oct-2004,Visiting friends/relatives,92630
Nov-2004,Visiting friends/relatives,96390
Dec-2004,Visiting friends/relatives,176430
Jan-2005,Visiting friends/relatives,90900
Feb-2005,Visiting friends/relatives,94010
Mar-2005,Visiting friends/relatives,118340
Apr-2005,Visiting friends/relatives,90410
May-2005,Visiting friends/relatives,70170
Jun-2005,Visiting friends/relatives,81770
Jul-2005,Visiting friends/relatives,90770
Aug-2005,Visiting friends/relatives,76010
Sep-2005,Visiting friends/relatives,89300
Oct-2005,Visiting friends/relatives,92370
Nov-2005,Visiting friends/relatives,95660
Dec-2005,Visiting friends/relatives,185650
Jan-2006,Visiting friends/relatives,89210
Feb-2006,Visiting friends/relatives,90190
Mar-2006,Visiting friends/relatives,103700
Apr-2006,Visiting friends/relatives,107870
May-2006,Visiting friends/relatives,67410
Jun-2006,Visiting friends/relatives,82450
Jul-2006,Visiting friends/relatives,88250
Aug-2006,Visiting friends/relatives,78240
Sep-2006,Visiting friends/relatives,91620
Oct-2006,Visiting friends/relatives,96990
Nov-2006,Visiting friends/relatives,102250
Dec-2006,Visiting friends/relatives,192590
Jan-2007,Visiting friends/relatives,89810
Feb-2007,Visiting friends/relatives,98070
Mar-2007,Visiting friends/relatives,116920
Apr-2007,Visiting friends/relatives,101680
May-2007,Visiting friends/relatives,77660
Jun-2007,Visiting friends/relatives,86170
Jul-2007,Visiting friends/relatives,91460
Aug-2007,Visiting friends/relatives,88060
Sep-2007,Visiting friends/relatives,99760
Oct-2007,Visiting friends/relatives,99180
Nov-2007,Visiting friends/relatives,113910
Dec-2007,Visiting friends/relatives,195860
Jan-2008,Visiting friends/relatives,89620
Feb-2008,Visiting friends/relatives,105780
Mar-2008,Visiting friends/relatives,128140
Apr-2008,Visiting friends/relatives,103650
May-2008,Visiting friends/relatives,86300
Jun-2008,Visiting friends/relatives,90270
Jul-2008,Visiting friends/relatives,90310
Aug-2008,Visiting friends/relatives,91950
Sep-2008,Visiting friends/relatives,100930
Oct-2008,Visiting friends/relatives,105030
Nov-2008,Visiting friends/relatives,115950
Dec-2008,Visiting friends/relatives,206550
Jan-2009,Visiting friends/relatives,99750
Feb-2009,Visiting friends/relatives,109860
Mar-2009,Visiting friends/relatives,123890
Apr-2009,Visiting friends/relatives,130530
May-2009,Visiting friends/relatives,101410
Jun-2009,Visiting friends/relatives,97620
Jul-2009,Visiting friends/relatives,112860
Aug-2009,Visiting friends/relatives,99420
Sep-2009,Visiting friends/relatives,115930
Oct-2009,Visiting friends/relatives,121730
Nov-2009,Visiting friends/relatives,128760
Dec-2009,Visiting friends/relatives,229180
Jan-2010,Visiting friends/relatives,106320
Feb-2010,Visiting friends/relatives,118060
Mar-2010,Visiting friends/relatives,139360
Apr-2010,Visiting friends/relatives,117600
May-2010,Visiting friends/relatives,93300
Jun-2010,Visiting friends/relatives,103480
Jul-2010,Visiting friends/relatives,111900
Aug-2010,Visiting friends/relatives,107370
Sep-2010,Visiting friends/relatives,121040
Oct-2010,Visiting friends/relatives,124060
Nov-2010,Visiting friends/relatives,131680
Dec-2010,Visiting friends/relatives,239650
Jan-2011,Visiting friends/relatives,109140
Feb-2011,Visiting friends/relatives,118570
Mar-2011,Visiting friends/relatives,131880
Apr-2011,Visiting friends/relatives,144690
May-2011,Visiting friends/relatives,96080
Jun-2011,Visiting friends/relatives,99340
Jul-2011,Visiting friends/relatives,116210
Aug-2011,Visiting friends/relatives,110030
Sep-2011,Visiting friends/relatives,113920
Oct-2011,Visiting friends/relatives,121810
Nov-2011,Visiting friends/relatives,133970
Dec-2011,Visiting friends/relatives,245100
Jan-2012,Visiting friends/relatives,117810
Feb-2012,Visiting friends/relatives,128620
Mar-2012,Visiting friends/relatives,151910
Apr-2012,Visiting friends/relatives,130030
May-2012,Visiting friends/relatives,100540
Jun-2012,Visiting friends/relatives,112650
Jul-2012,Visiting friends/relatives,113560
Aug-2012,Visiting friends/relatives,119750
Sep-2012,Visiting friends/relatives,127590
Oct-2012,Visiting friends/relatives,130210
Nov-2012,Visiting friends/relatives,148650
Dec-2012,Visiting friends/relatives,264130
Jan-2013,Visiting friends/relatives,116080
Feb-2013,Visiting friends/relatives,136420
Mar-2013,Visiting friends/relatives,172020
Apr-2013,Visiting friends/relatives,123830
May-2013,Visiting friends/relatives,107620
Jun-2013,Visiting friends/relatives,117940
Jul-2013,Visiting friends/relatives,126650
Aug-2013,Visiting friends/relatives,129380
Sep-2013,Visiting friends/relatives,141780
Oct-2013,Visiting friends/relatives,149660
Nov-2013,Visiting friends/relatives,162670
Dec-2013,Visiting friends/relatives,298440
Jan-2014,Visiting friends/relatives,149480
Feb-2014,Visiting friends/relatives,155520
Mar-2014,Visiting friends/relatives,166600
Apr-2014,Visiting friends/relatives,168280
May-2014,Visiting friends/relatives,126950
Jun-2014,Visiting friends/relatives,129060
Jul-2014,Visiting friends/relatives,139090
Aug-2014,Visiting friends/relatives,131920
Sep-2014,Visiting friends/relatives,144780
Oct-2014,Visiting friends/relatives,151570
Nov-2014,Visiting friends/relatives,166530
Dec-2014,Visiting friends/relatives,309900
Jan-2015,Visiting friends/relatives,156120
Feb-2015,Visiting friends/relatives,182970
Mar-2015,Visiting friends/relatives,197270
Apr-2015,Visiting friends/relatives,159190
May-2015,Visiting friends/relatives,129040
Jun-2015,Visiting friends/relatives,135800
Jul-2015,Visiting friends/relatives,152820
Aug-2015,Visiting friends/relatives,153840
Sep-2015,Visiting friends/relatives,172830
Oct-2015,Visiting friends/relatives,157870
Nov-2015,Visiting friends/relatives,162210
Dec-2015,Visiting friends/relatives,309180
Jan-2016,Visiting friends/relatives,141100
Feb-2016,Visiting friends/relatives,166240
Mar-2016,Visiting friends/relatives,203430
Apr-2016,Visiting friends/relatives,153910
May-2016,Visiting friends/relatives,126370
Jun-2016,Visiting friends/relatives,147610
Jul-2016,Visiting friends/relatives,152870
Aug-2016,Visiting friends/relatives,144560
Sep-2016,Visiting friends/relatives,168600
Oct-2016,Visiting friends/relatives,161380
Nov-2016,Visiting friends/relatives,178660
Dec-2016,Visiting friends/relatives,335630
Jan-2017,Visiting friends/relatives,155430
Feb-2017,Visiting friends/relatives,173020
Mar-2017,Visiting friends/relatives,197560
Apr-2017,Visiting friends/relatives,189970
May-2017,Visiting friends/relatives,142390
Jun-2017,Visiting friends/relatives,163990
Jul-2017,Visiting friends/relatives,180340
Aug-2017,Visiting friends/relatives,182190
Sep-2017,Visiting friends/relatives,198240
Oct-2017,Visiting friends/relatives,204680
Nov-2017,Visiting friends/relatives,230170
Dec-2017,Visiting friends/relatives,418420
Jan-2018,Visiting friends/relatives,199220
Feb-2018,Visiting friends/relatives,227550
Mar-2018,Visiting friends/relatives,277620
Apr-2018,Visiting friends/relatives,206060
May-2018,Visiting friends/relatives,184850
Jun-2018,Visiting friends/relatives,205960
Jul-2018,Visiting friends/relatives,199130
Aug-2018,Visiting friends/relatives,204640
Sep-2018,Visiting friends/relatives,203970
Oct-2018,Visiting friends/relatives,219580
Nov-2018,Visiting friends/relatives,236530
Dec-2018,Visiting friends/relatives,425550
Jan-2019,Visiting friends/relatives,197380
Feb-2019,Visiting friends/relatives,232090
Mar-2019,Visiting friends/relatives,239850
Apr-2019,Visiting friends/relatives,236910
May-2019,Visiting friends/relatives,197500
Jun-2019,Visiting friends/relatives,199820
Jul-2019,Visiting friends/relatives,208710
Aug-2019,Visiting friends/relatives,210020
Sep-2019,Visiting friends/relatives,212680
Oct-2019,Visiting friends/relatives,224700
Nov-2019,Visiting friends/relatives,242730
Dec-2019,Visiting friends/relatives,443530
Jan-2020,Visiting friends/relatives,210820
Feb-2020,Visiting friends/relatives,209610
Mar-2020,Visiting friends/relatives,112410
Apr-2020,Visiting friends/relatives,810
May-2020,Visiting friends/relatives,1260
Jun-2020,Visiting friends/relatives,1980
Jul-2020,Visiting friends/relatives,1430
Aug-2020,Visiting friends/relatives,1110
Sep-2020,Visiting friends/relatives,1360
Oct-2020,Visiting friends/relatives,2420
Nov-2020,Visiting friends/relatives,3950
Dec-2020,Visiting friends/relatives,5350
Jan-2021,Visiting friends/relatives,2810
Feb-2021,Visiting friends/relatives,2450
Mar-2021,Visiting friends/relatives,3610
Apr-2021,Visiting friends/relatives,14520
May-2021,Visiting friends/relatives,21520
Jun-2021,Visiting friends/relatives,21110
Jul-2021,Visiting friends/relatives,11000
Aug-2021,Visiting friends/relatives,1700
Sep-2021,Visiting friends/relatives,970
Oct-2021,Visiting friends/relatives,900
Nov-2021,Visiting friends/relatives,14020
Dec-2021,Visiting friends/relatives,53400
Jan-2022,Visiting friends/relatives,35940
Feb-2022,Visiting friends/relatives,49830
Mar-2022,Visiting friends/relatives,104650
Apr-2022,Visiting friends/relatives,146440
May-2022,Visiting friends/relatives,114360
Jun-2022,Visiting friends/relatives,133610
Jul-2022,Visiting friends/relatives,140080
Aug-2022,Visiting friends/relatives,148450
Sep-2022,Visiting friends/relatives,160560
Oct-2022,Visiting friends/relatives,167770
Nov-2022,Visiting friends/relatives,210980
Dec-2022,Visiting friends/relatives,355010
Jan-2023,Visiting friends/relatives,143080
Feb-2023,Visiting friends/relatives,201350
Mar-2023,Visiting friends/relatives,242070
Apr-2023,Visiting friends/relatives,222680
May-2023,Visiting friends/relatives,182590
Jun-2023,Visiting friends/relatives,200990
Jul-2023,Visiting friends/relatives,184060
Aug-2023,Visiting friends/relatives,198430
Sep-2023,Visiting friends/relatives,205360
Oct-2023,Visiting friends/relatives,203690
Nov-2023,Visiting friends/relatives,236280
Dec-2023,Visiting friends/relatives,407450
Jan-2024,Visiting friends/relatives,186650
Feb-2024,Visiting friends/relatives,242720
Mar-2024,Visiting friends/relatives,274720
Apr-2024,Visiting friends/relatives,199380
May-2024,Visiting friends/relatives,197920
Jun-2024,Visiting friends/relatives,203340
Jul-2024,Visiting friends/relatives,191260
Aug-2024,Visiting friends/relatives,202390
Sep-2024,Visiting friends/relatives,208900
Oct-2024,Visiting friends/relatives,220890
Nov-2024,Visiting friends/relatives,243440
Dec-2024,Visiting friends/relatives,438280
Jan-2025,Visiting friends/relatives,208860
Feb-2025,Visiting friends/relatives,226360
Mar-2025,Visiting friends/relatives,254700
Apr-2025,Visiting friends/relatives,240910
May-2025,Visiting friends/relatives,205500
Jun-2025,Visiting friends/relatives,206880
Jul-2025,Visiting friends/relatives,213660
Aug-2025,Visiting friends/relatives,217380
Jan-1991,Holiday,108880
Feb-1991,Holiday,109100
Mar-1991,Holiday,111670
Apr-1991,Holiday,96700
May-1991,Holiday,96510
Jun-1991,Holiday,97410
Jul-1991,Holiday,129350
Aug-1991,Holiday,127160
Sep-1991,Holiday,123140
Oct-1991,Holiday,136330
Nov-1991,Holiday,136520
Dec-1991,Holiday,162720
Jan-1992,Holiday,124450
Feb-1992,Holiday,148630
Mar-1992,Holiday,135750
Apr-1992,Holiday,122370
May-1992,Holiday,105150
Jun-1992,Holiday,111350
Jul-1992,Holiday,131490
Aug-1992,Holiday,125830
Sep-1992,Holiday,116360
Oct-1992,Holiday,144770
Nov-1992,Holiday,160320
Dec-1992,Holiday,188940
Jan-1993,Holiday,160490
Feb-1993,Holiday,146830
Mar-1993,Holiday,160410
Apr-1993,Holiday,138750
May-1993,Holiday,129280
Jun-1993,Holiday,131770
Jul-1993,Holiday,148930
Aug-1993,Holiday,154880
Sep-1993,Holiday,134740
Oct-1993,Holiday,174330
Nov-1993,Holiday,185390
Dec-1993,Holiday,224360
Jan-1994,Holiday,158410
Feb-1994,Holiday,197140
Mar-1994,Holiday,198130
Apr-1994,Holiday,159660
May-1994,Holiday,136890
Jun-1994,Holiday,148020
Jul-1994,Holiday,176030
Aug-1994,Holiday,180890
Sep-1994,Holiday,147650
Oct-1994,Holiday,180590
Nov-1994,Holiday,188450
Dec-1994,Holiday,237110
Jan-1995,Holiday,189210
Feb-1995,Holiday,185790
Mar-1995,Holiday,193960
Apr-1995,Holiday,175430
May-1995,Holiday,150620
Jun-1995,Holiday,157310
Jul-1995,Holiday,193710
Aug-1995,Holiday,190720
Sep-1995,Holiday,154660
Oct-1995,Holiday,191740
Nov-1995,Holiday,212620
Dec-1995,Holiday,261780
Jan-1996,Holiday,187330
Feb-1996,Holiday,247960
Mar-1996,Holiday,223120
Apr-1996,Holiday,196700
May-1996,Holiday,157600
Jun-1996,Holiday,182720
Jul-1996,Holiday,207880
Aug-1996,Holiday,208880
Sep-1996,Holiday,182390
Oct-1996,Holiday,205690
Nov-1996,Holiday,225030
Dec-1996,Holiday,293080
Jan-1997,Holiday,199230
Feb-1997,Holiday,253580
Mar-1997,Holiday,236490
Apr-1997,Holiday,187490
May-1997,Holiday,169950
Jun-1997,Holiday,176850
Jul-1997,Holiday,227840
Aug-1997,Holiday,202510
Sep-1997,Holiday,189070
Oct-1997,Holiday,211970
Nov-1997,Holiday,220320
Dec-1997,Holiday,259200
Jan-1998,Holiday,198470
Feb-1998,Holiday,188220
Mar-1998,Holiday,182330
Apr-1998,Holiday,189410
May-1998,Holiday,159070
Jun-1998,Holiday,175110
Jul-1998,Holiday,183910
Aug-1998,Holiday,168490
Sep-1998,Holiday,130290
Oct-1998,Holiday,186780
Nov-1998,Holiday,199600
Dec-1998,Holiday,256890
Jan-1999,Holiday,186890
Feb-1999,Holiday,226640
Mar-1999,Holiday,219680
Apr-1999,Holiday,184200
May-1999,Holiday,160780
Jun-1999,Holiday,177990
Jul-1999,Holiday,205830
Aug-1999,Holiday,212200
Sep-1999,Holiday,197950
Oct-1999,Holiday,221780
Nov-1999,Holiday,236990
Dec-1999,Holiday,271780
Jan-2000,Holiday,195370
Feb-2000,Holiday,241430
Mar-2000,Holiday,235190
Apr-2000,Holiday,221680
May-2000,Holiday,166130
Jun-2000,Holiday,184170
Jul-2000,Holiday,214190
Aug-2000,Holiday,205540
Sep-2000,Holiday,204850
Oct-2000,Holiday,221080
Nov-2000,Holiday,255250
Dec-2000,Holiday,312220
Jan-2001,Holiday,226670
Feb-2001,Holiday,218260
Mar-2001,Holiday,233250
Apr-2001,Holiday,217510
May-2001,Holiday,176540
Jun-2001,Holiday,207230
Jul-2001,Holiday,212160
Aug-2001,Holiday,194860
Sep-2001,Holiday,173590
Oct-2001,Holiday,176250
Nov-2001,Holiday,188780
Dec-2001,Holiday,259170
Jan-2002,Holiday,172640
Feb-2002,Holiday,206350
Mar-2002,Holiday,213240
Apr-2002,Holiday,178310
May-2002,Holiday,159200
Jun-2002,Holiday,161860
Jul-2002,Holiday,183520
Aug-2002,Holiday,189080
Sep-2002,Holiday,166980
Oct-2002,Holiday,230040
Nov-2002,Holiday,243060
Dec-2002,Holiday,297200
Jan-2003,Holiday,204170
Feb-2003,Holiday,213090
Mar-2003,Holiday,199010
Apr-2003,Holiday,159290
May-2003,Holiday,119290
Jun-2003,Holiday,156500
Jul-2003,Holiday,197300
Aug-2003,Holiday,190710
Sep-2003,Holiday,197360
Oct-2003,Holiday,230470
Nov-2003,Holiday,262350
Dec-2003,Holiday,311020
Jan-2004,Holiday,219160
Feb-2004,Holiday,214100
Mar-2004,Holiday,219250
Apr-2004,Holiday,202580
May-2004,Holiday,170280
Jun-2004,Holiday,188380
Jul-2004,Holiday,243270
Aug-2004,Holiday,230090
Sep-2004,Holiday,211980
Oct-2004,Holiday,248800
Nov-2004,Holiday,275280
Dec-2004,Holiday,342970
Jan-2005,Holiday,244920
Feb-2005,Holiday,272700
Mar-2005,Holiday,279410
Apr-2005,Holiday,220530
May-2005,Holiday,185280
Jun-2005,Holiday,202910
Jul-2005,Holiday,254200
Aug-2005,Holiday,238680
Sep-2005,Holiday,216190
Oct-2005,Holiday,255060
Nov-2005,Holiday,252280
Dec-2005,Holiday,333520
Jan-2006,Holiday,256660
Feb-2006,Holiday,237060
Mar-2006,Holiday,246760
Apr-2006,Holiday,226260
May-2006,Holiday,172090
Jun-2006,Holiday,188360
Jul-2006,Holiday,227630
Aug-2006,Holiday,216420
Sep-2006,Holiday,218430
Oct-2006,Holiday,251380
Nov-2006,Holiday,265940
Dec-2006,Holiday,360600
Jan-2007,Holiday,229310
Feb-2007,Holiday,260980
Mar-2007,Holiday,252540
Apr-2007,Holiday,220540
May-2007,Holiday,174820
Jun-2007,Holiday,195360
Jul-2007,Holiday,226720
Aug-2007,Holiday,225540
Sep-2007,Holiday,213200
Oct-2007,Holiday,239960
Nov-2007,Holiday,256040
Dec-2007,Holiday,330010
Jan-2008,Holiday,218680
Feb-2008,Holiday,263350
Mar-2008,Holiday,249830
Apr-2008,Holiday,195880
May-2008,Holiday,181720
Jun-2008,Holiday,177860
Jul-2008,Holiday,220680
Aug-2008,Holiday,203000
Sep-2008,Holiday,186240
Oct-2008,Holiday,222970
Nov-2008,Holiday,236290
Dec-2008,Holiday,318910
Jan-2009,Holiday,227960
Feb-2009,Holiday,225520
Mar-2009,Holiday,232880
Apr-2009,Holiday,219070
May-2009,Holiday,171320
Jun-2009,Holiday,162300
Jul-2009,Holiday,188240
Aug-2009,Holiday,193880
Sep-2009,Holiday,207650
Oct-2009,Holiday,236840
Nov-2009,Holiday,232460
Dec-2009,Holiday,328580
Jan-2010,Holiday,205940
Feb-2010,Holiday,261620
Mar-2010,Holiday,243320
Apr-2010,Holiday,195900
May-2010,Holiday,165930
Jun-2010,Holiday,181850
Jul-2010,Holiday,222430
Aug-2010,Holiday,214870
Sep-2010,Holiday,229220
Oct-2010,Holiday,236050
Nov-2010,Holiday,247050
Dec-2010,Holiday,340670
Jan-2011,Holiday,219150
Feb-2011,Holiday,242410
Mar-2011,Holiday,215990
Apr-2011,Holiday,206150
May-2011,Holiday,158730
Jun-2011,Holiday,170030
Jul-2011,Holiday,206730
Aug-2011,Holiday,224630
Sep-2011,Holiday,185260
Oct-2011,Holiday,230520
Nov-2011,Holiday,239130
Dec-2011,Holiday,333680
Jan-2012,Holiday,243620
Feb-2012,Holiday,228390
Mar-2012,Holiday,246410
Apr-2012,Holiday,207190
May-2012,Holiday,161020
Jun-2012,Holiday,186580
Jul-2012,Holiday,202350
Aug-2012,Holiday,237590
Sep-2012,Holiday,204890
Oct-2012,Holiday,241750
Nov-2012,Holiday,269550
Dec-2012,Holiday,353740
Jan-2013,Holiday,223070
Feb-2013,Holiday,288370
Mar-2013,Holiday,267140
Apr-2013,Holiday,203150
May-2013,Holiday,177900
Jun-2013,Holiday,206920
Jul-2013,Holiday,222430
Aug-2013,Holiday,265820
Sep-2013,Holiday,221670
Oct-2013,Holiday,249090
Nov-2013,Holiday,273440
Dec-2013,Holiday,385710
Jan-2014,Holiday,273520
Feb-2014,Holiday,288180
Mar-2014,Holiday,280510
Apr-2014,Holiday,244620
May-2014,Holiday,208560
Jun-2014,Holiday,207810
Jul-2014,Holiday,271210
Aug-2014,Holiday,263450
Sep-2014,Holiday,243580
Oct-2014,Holiday,265780
Nov-2014,Holiday,275790
Dec-2014,Holiday,378920
Jan-2015,Holiday,228910
Feb-2015,Holiday,342810
Mar-2015,Holiday,308350
Apr-2015,Holiday,247460
May-2015,Holiday,214910
Jun-2015,Holiday,213990
Jul-2015,Holiday,271370
Aug-2015,Holiday,269060
Sep-2015,Holiday,265520
Oct-2015,Holiday,314870
Nov-2015,Holiday,342780
Dec-2015,Holiday,476820
Jan-2016,Holiday,318620
Feb-2016,Holiday,411650
Mar-2016,Holiday,397040
Apr-2016,Holiday,310130
May-2016,Holiday,273960
Jun-2016,Holiday,277630
Jul-2016,Holiday,344480
Aug-2016,Holiday,340540
Sep-2016,Holiday,329200
Oct-2016,Holiday,345940
Nov-2016,Holiday,384920
Dec-2016,Holiday,515890
Jan-2017,Holiday,392440
Feb-2017,Holiday,358810
Mar-2017,Holiday,404940
Apr-2017,Holiday,366370
May-2017,Holiday,297530
Jun-2017,Holiday,300790
Jul-2017,Holiday,332950
Aug-2017,Holiday,359360
Sep-2017,Holiday,309320
Oct-2017,Holiday,356260
Nov-2017,Holiday,380920
Dec-2017,Holiday,487950
Jan-2018,Holiday,323630
Feb-2018,Holiday,449380
Mar-2018,Holiday,408660
Apr-2018,Holiday,309640
May-2018,Holiday,270190
Jun-2018,Holiday,301160
Jul-2018,Holiday,330840
Aug-2018,Holiday,376230
Sep-2018,Holiday,318330
Oct-2018,Holiday,351170
Nov-2018,Holiday,390830
Dec-2018,Holiday,509280
Jan-2019,Holiday,353090
Feb-2019,Holiday,441800
Mar-2019,Holiday,400350
Apr-2019,Holiday,323290
May-2019,Holiday,314820
Jun-2019,Holiday,311440
Jul-2019,Holiday,347490
Aug-2019,Holiday,401070
Sep-2019,Holiday,311880
Oct-2019,Holiday,361630
Nov-2019,Holiday,393980
Dec-2019,Holiday,514880
Jan-2020,Holiday,377820
Feb-2020,Holiday,285580
Mar-2020,Holiday,124450
Apr-2020,Holiday,150
May-2020,Holiday,120
Jun-2020,Holiday,130
Jul-2020,Holiday,120
Aug-2020,Holiday,50
Sep-2020,Holiday,70
Oct-2020,Holiday,140
Nov-2020,Holiday,290
Dec-2020,Holiday,420
Jan-2021,Holiday,230
Feb-2021,Holiday,180
Mar-2021,Holiday,270
Apr-2021,Holiday,1970
May-2021,Holiday,4070
Jun-2021,Holiday,5660
Jul-2021,Holiday,2670
Aug-2021,Holiday,120
Sep-2021,Holiday,40
Oct-2021,Holiday,50
Nov-2021,Holiday,1250
Dec-2021,Holiday,4860
Jan-2022,Holiday,4070
Feb-2022,Holiday,6340
Mar-2022,Holiday,22510
Apr-2022,Holiday,42600
May-2022,Holiday,50640
Jun-2022,Holiday,76490
Jul-2022,Holiday,93620
Aug-2022,Holiday,104140
Sep-2022,Holiday,111980
Oct-2022,Holiday,157810
Nov-2022,Holiday,173340
Dec-2022,Holiday,212810
Jan-2023,Holiday,160540
Feb-2023,Holiday,218480
Mar-2023,Holiday,229680
Apr-2023,Holiday,213040
May-2023,Holiday,195700
Jun-2023,Holiday,217640
Jul-2023,Holiday,253770
Aug-2023,Holiday,267700
Sep-2023,Holiday,239530
Oct-2023,Holiday,252630
Nov-2023,Holiday,278460
Dec-2023,Holiday,357880
Jan-2024,Holiday,262700
Feb-2024,Holiday,391080
Mar-2024,Holiday,334530
Apr-2024,Holiday,256830
May-2024,Holiday,258760
Jun-2024,Holiday,250020
Jul-2024,Holiday,284280
Aug-2024,Holiday,310320
Sep-2024,Holiday,264550
Oct-2024,Holiday,299070
Nov-2024,Holiday,296590
Dec-2024,Holiday,399190
Jan-2025,Holiday,348220
Feb-2025,Holiday,315680
Mar-2025,Holiday,336060
Apr-2025,Holiday,261850
May-2025,Holiday,260010
Jun-2025,Holiday,277830
Jul-2025,Holiday,330610
Aug-2025,Holiday,367890
Jan-1991,Employment,2610
Feb-1991,Employment,1670
Mar-1991,Employment,1650
Apr-1991,Employment,2650
May-1991,Employment,2550
Jun-1991,Employment,2080
Jul-1991,Employment,2170
Aug-1991,Employment,2240
Sep-1991,Employment,2570
Oct-1991,Employment,2590
Nov-1991,Employment,2310
Dec-1991,Employment,1860
Jan-1992,Employment,2980
Feb-1992,Employment,1900
Mar-1992,Employment,2300
Apr-1992,Employment,2090
May-1992,Employment,1860
Jun-1992,Employment,1900
Jul-1992,Employment,1900
Aug-1992,Employment,1760
Sep-1992,Employment,1410
Oct-1992,Employment,1680
Nov-1992,Employment,2150
Dec-1992,Employment,1750
Jan-1993,Employment,2460
Feb-1993,Employment,2010
Mar-1993,Employment,1910
Apr-1993,Employment,1750
May-1993,Employment,1560
Jun-1993,Employment,1520
Jul-1993,Employment,2160
Aug-1993,Employment,2030
Sep-1993,Employment,2320
Oct-1993,Employment,2230
Nov-1993,Employment,2060
Dec-1993,Employment,2020
Jan-1994,Employment,3570
Feb-1994,Employment,2580
Mar-1994,Employment,2410
Apr-1994,Employment,3050
May-1994,Employment,2100
Jun-1994,Employment,1910
Jul-1994,Employment,2850
Aug-1994,Employment,2610
Sep-1994,Employment,1380
Oct-1994,Employment,1710
Nov-1994,Employment,1500
Dec-1994,Employment,1350
Jan-1995,Employment,2350
Feb-1995,Employment,1570
Mar-1995,Employment,1890
Apr-1995,Employment,1880
May-1995,Employment,1670
Jun-1995,Employment,1900
Jul-1995,Employment,1860
Aug-1995,Employment,1660
Sep-1995,Employment,1750
Oct-1995,Employment,1950
Nov-1995,Employment,1650
Dec-1995,Employment,1540
Jan-1996,Employment,2650
Feb-1996,Employment,1970
Mar-1996,Employment,1990
Apr-1996,Employment,2150
May-1996,Employment,1360
Jun-1996,Employment,1790
Jul-1996,Employment,2250
Aug-1996,Employment,1690
Sep-1996,Employment,1720
Oct-1996,Employment,2250
Nov-1996,Employment,2060
Dec-1996,Employment,1800
Jan-1997,Employment,3210
Feb-1997,Employment,1850
Mar-1997,Employment,2310
Apr-1997,Employment,2100
May-1997,Employment,1710
Jun-1997,Employment,2640
Jul-1997,Employment,2430
Aug-1997,Employment,2470
Sep-1997,Employment,2390
Oct-1997,Employment,2500
Nov-1997,Employment,2850
Dec-1997,Employment,2110
Jan-1998,Employment,3030
Feb-1998,Employment,2730
Mar-1998,Employment,1900
Apr-1998,Employment,2440
May-1998,Employment,2340
Jun-1998,Employment,1970
Jul-1998,Employment,3480
Aug-1998,Employment,3740
Sep-1998,Employment,3280
Oct-1998,Employment,3990
Nov-1998,Employment,3610
Dec-1998,Employment,3490
Jan-1999,Employment,5300
Feb-1999,Employment,3760
Mar-1999,Employment,3420
Apr-1999,Employment,3520
May-1999,Employment,3030
Jun-1999,Employment,3840
Jul-1999,Employment,4200
Aug-1999,Employment,3610
Sep-1999,Employment,3670
Oct-1999,Employment,3420
Nov-1999,Employment,3870
Dec-1999,Employment,2940
Jan-2000,Employment,4720
Feb-2000,Employment,3530
Mar-2000,Employment,3750
Apr-2000,Employment,3900
May-2000,Employment,3490
Jun-2000,Employment,3240
Jul-2000,Employment,4530
Aug-2000,Employment,5170
Sep-2000,Employment,6420
