Month,State,Arrivals
Jun-19,Australia(d),1800580.0
Jul-19,Australia(d),1757440.0
Aug-19,Australia(d),1809670.0
Sep-19,Australia(d),1796540.0
Oct-19,Australia(d),1678790.0
Nov-19,Australia(d),1743220.0
Dec-19,Australia(d),2240340.0
Jan-20,Australia(d),1974400.0
Feb-20,Australia(d),1294290.0
Mar-20,Australia(d),834950.0
Apr-20,Australia(d),62460.0
May-20,Australia(d),34950.0
Jun-20,Australia(d),39260.0
Jul-20,Australia(d),55740.0
Aug-20,Australia(d),59620.0
Sep-20,Australia(d),48490.0
Oct-20,Australia(d),45810.0
Nov-20,Australia(d),44240.0
Dec-20,Australia(d),49100.0
Jan-21,Australia(d),41860.0
Feb-21,Australia(d),31970.0
Mar-21,Australia(d),31310.0
Apr-21,Australia(d),63920.0
May-21,Australia(d),107230.0
Jun-21,Australia(d),98350.0
Jul-21,Australia(d),87020.0
Aug-21,Australia(d),37240.0
Sep-21,Australia(d),30330.0
Oct-21,Australia(d),36830.0
Nov-21,Australia(d),91120.0
Dec-21,Australia(d),227240.0
Jan-22,Australia(d),188210.0
Feb-22,Australia(d),176260.0
Mar-22,Australia(d),335240.0
Apr-22,Australia(d),606710.0
May-22,Australia(d),659860.0
Jun-22,Australia(d),880860.0
Jul-22,Australia(d),968490.0
Aug-22,Australia(d),942210.0
Sep-22,Australia(d),1040550.0
Oct-22,Australia(d),1014820.0
Nov-22,Australia(d),1177430.0
Dec-22,Australia(d),1515290.0
Jan-23,Australia(d),1376850.0
Feb-23,Australia(d),1068410.0
Mar-23,Australia(d),1324360.0
Apr-23,Australia(d),1425150.0
May-23,Australia(d),1359250.0
Jun-23,Australia(d),1556710.0
Jul-23,Australia(d),1494520.0
Aug-23,Australia(d),1516500.0
Sep-23,Australia(d),1589500.0
Oct-23,Australia(d),1479380.0
Nov-23,Australia(d),1591640.0
Dec-23,Australia(d),2027740.0
Jan-24,Australia(d),1745840.0
Feb-24,Australia(d),1491730.0
Mar-24,Australia(d),1709930.0
Apr-24,Australia(d),1650280.0
May-24,Australia(d),1559320.0
Jun-24,Australia(d),1762410.0
Jul-24,Australia(d),1650530.0
Aug-24,Australia(d),1694440.0
Sep-24,Australia(d),1796550.0
Oct-24,Australia(d),1658170.0
Nov-24,Australia(d),1776340.0
Dec-24,Australia(d),2262020.0
Jan-25,Australia(d),2031060.0
Feb-25,Australia(d),1517920.0
Mar-25,Australia(d),1669390.0
Apr-25,Australia(d),1925790.0
May-25,Australia(d),1679750.0
Jun-25,Australia(d),1813440.0
Jul-25,Australia(d),1819770.0
Aug-25,Australia(d),1834620.0
